FPGA Time,Match Time,Theta,Left Front Absolute,Left Front Assumed,Right Front Absolute,Right Front Assumed,Left Rear Absolute,Left Rear Assumed,Right Rear Absolute,Right Rear Assumed,ClimberCmd,LeftIntakeCmd,RightIntakeCmd,LeftShooterSpeed,RightShooterSpeed,targetRPM,climberState,actualPosTicks,actualPosDeg,targetPosDeg,targetPosTicks,X Pigeon,Y Pigeon,Z Pigeon,Pitch,Roll,ClimberReleased,shooterError,hoodPosition,TargetX,TargetY,TargetTheta,Robot State Theta,poseX,poseY,Compressor Cur,ClimberSpeed,ClimberCurrent,BallivatorTop,BallivatorBottom,NumBalls,Current Draw 1,Current Draw 3,Current Draw 5,Current Draw 7,Current Supply 1,Current Supply 3,Current Supply 5,Current Supply 7,
2.90683,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.32,0.13,0.17,0.0,0.0,0.0,0.0,
3.558177,-1.0,88.05816650390625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-1.6463414634146343,1.5853658536585367,0.1829268292682927,0.0439453125,0.615234375,,0.0,NEUTRAL,,,,88.05816650390625,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.26,0.2,0.12,0.17,0.0,0.0,0.0,0.0,
3.743624,-1.0,88.06640625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.6707317073170732,0.7317073170731708,-0.12195121951219513,-0.263671875,0.87890625,,0.0,NEUTRAL,,,,88.06640625,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.25,0.17,0.12,0.17,0.0,0.0,0.0,0.0,
3.849757,-1.0,88.05816650390625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,1.3414634146341464,-1.1585365853658538,0.0,-0.0439453125,0.7470703125,,0.0,NEUTRAL,,,,88.05816650390625,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.27,0.19,0.13,0.17,0.0,0.0,0.0,0.0,
3.890128,-1.0,88.06365966796875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,2.5000000000000004,-2.0121951219512195,0.24390243902439027,0.0439453125,0.615234375,,0.0,NEUTRAL,,,,88.06365966796875,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.25,0.19,0.13,0.18,0.0,0.0,0.0,0.0,
3.97761,-1.0,88.06365966796875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,2.5000000000000004,-2.0121951219512195,0.24390243902439027,0.087890625,0.52734375,,0.0,NEUTRAL,,,,88.06365966796875,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.25,0.28,0.14,0.16,0.0,0.0,0.0,0.0,
4.010712,-1.0,88.06640625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.48780487804878053,0.1829268292682927,0.0,0.1318359375,0.52734375,,0.0,NEUTRAL,,,,88.06640625,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.24,2.33,0.14,0.16,0.0,0.0,0.0,0.0,
4.053467,-1.0,88.06915283203125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.48780487804878053,0.1829268292682927,0.0,0.1318359375,0.52734375,,0.0,NEUTRAL,,,,88.06915283203125,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.78,2.05,0.13,0.13,0.0,0.0,0.0,0.0,
4.08858,-1.0,88.06915283203125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,0.24390243902439027,-0.12195121951219513,-0.06097560975609757,0.1318359375,0.52734375,,0.0,NEUTRAL,,,,88.06915283203125,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.78,2.05,0.13,0.17,0.0,0.0,0.0,0.0,
4.12682,-1.0,88.08013916015625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,0.24390243902439027,-0.12195121951219513,-0.06097560975609757,0.1318359375,0.4833984375,,0.0,NEUTRAL,,,,88.08013916015625,0.0,0.0,0.0,0.0,0.0,true,false,0.0,0.75,0.88,0.13,0.15,0.0,0.0,0.0,0.0,
