FPGA Time,Match Time,Theta,Left Front Absolute,Left Front Assumed,Right Front Absolute,Right Front Assumed,Left Rear Absolute,Left Rear Assumed,Right Rear Absolute,Right Rear Assumed,ClimberCmd,LeftIntakeCmd,RightIntakeCmd,LeftShooterSpeed,RightShooterSpeed,targetRPM,climberState,actualPosTicks,actualPosDeg,targetPosDeg,targetPosTicks,shooterError,hoodPosition,TargetX,TargetY,TargetTheta,Robot State Theta,poseX,poseY,Compressor Cur,ClimberSpeed,ClimberCurrent,X Pigeon,Y Pigeon,Z Pigeon,Pitch,Roll,ClimberReleased,
2.736525,-1.0,356.01470947265625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.01470947265625,0.0,0.0,0.0,0.0,0.28,-0.0,0.0,0.0,0.087890625,0.2197265625,,
2.831571,-1.0,356.02020263671875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.0202026367188,0.0,0.0,0.0,0.0,0.31,-0.0,0.0,0.0,0.087890625,0.2197265625,,
2.903354,-1.0,356.02020263671875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.0202026367188,0.0,0.0,0.0,0.0,0.31,-0.0,0.0,0.0,0.087890625,0.2197265625,,
2.982101,-1.0,356.02294921875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02294921875,0.0,0.0,0.0,0.0,0.31,-0.06097560975609757,0.0,0.06097560975609757,0.087890625,0.2197265625,,
3.064526,-1.0,356.02294921875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02294921875,0.0,0.0,0.0,0.0,0.31,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.144964,-1.0,356.02020263671875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.0202026367188,0.0,0.0,0.0,0.0,0.29,0.12195121951219513,0.06097560975609757,0.0,0.087890625,0.2197265625,,
3.184013,-1.0,356.02294921875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02294921875,0.0,0.0,0.0,0.0,0.3,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.241555,-1.0,356.02294921875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02294921875,0.0,0.0,0.0,0.0,0.3,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.27209,-1.0,356.02294921875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02294921875,0.0,0.0,0.0,0.0,0.29,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.290528,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.29,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.309101,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.3,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.327091,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.3,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.347176,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.3,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.40196,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.31,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.447095,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.31,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.471525,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.31,-0.0,0.0,0.0,0.087890625,0.2197265625,,
3.49294,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.31,-0.0,0.0,-0.06097560975609757,0.087890625,0.2197265625,,
3.538138,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.31,-0.0,0.0,-0.06097560975609757,0.087890625,0.2197265625,,
3.580429,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.29,-0.0,0.06097560975609757,0.0,0.087890625,0.2197265625,,
3.614457,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.29,-0.0,0.06097560975609757,0.0,0.087890625,0.2197265625,,
3.633693,-1.0,356.02569580078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,356.02569580078125,0.0,0.0,0.0,0.0,0.29,-0.0,0.06097560975609757,0.0,0.087890625,0.2197265625,,
