FPGA Time,Match Time,Theta,Left Front Absolute,Left Front Assumed,Right Front Absolute,Right Front Assumed,Left Rear Absolute,Left Rear Assumed,Right Rear Absolute,Right Rear Assumed,ClimberCmd,LeftIntakeCmd,RightIntakeCmd,LeftShooterSpeed,RightShooterSpeed,targetRPM,climberState,actualPosTicks,actualPosDeg,targetPosDeg,targetPosTicks,shooterError,hoodPosition,TargetX,TargetY,TargetTheta,Robot State Theta,poseX,poseY,Compressor Cur,ClimberSpeed,ClimberCurrent,X Pigeon,Y Pigeon,Z Pigeon,Pitch,Roll,ClimberReleased,
2.619074,-1.0,355.594482421875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.594482421875,0.0,0.0,0.0,0.0,0.11,-0.0,0.0,0.0,-0.1318359375,0.17578125,,
2.667644,-1.0,355.5889892578125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.5889892578125,0.0,0.0,0.0,0.0,0.1,-0.0,0.0,0.0,-0.1318359375,0.17578125,,
2.698229,-1.0,355.5889892578125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.5889892578125,0.0,0.0,0.0,0.0,0.13,-0.0,0.0,0.0,-0.1318359375,0.17578125,,
2.720751,-1.0,355.5889892578125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.5889892578125,0.0,0.0,0.0,0.0,0.14,-0.0,0.0,0.0,-0.1318359375,0.17578125,,
2.746515,-1.0,355.5889892578125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.5889892578125,0.0,0.0,0.0,0.0,0.14,-0.0,0.0,0.0,-0.1318359375,0.17578125,,
2.790774,-1.0,355.58624267578125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.58624267578125,0.0,0.0,0.0,0.0,0.13,-0.0,0.0,0.0,-0.1318359375,0.17578125,,
2.808193,-1.0,355.5889892578125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.5889892578125,0.0,0.0,0.0,0.0,0.13,-0.0,0.06097560975609757,-0.12195121951219513,-0.1318359375,0.17578125,,
2.826386,-1.0,355.5889892578125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.5889892578125,0.0,0.0,0.0,0.0,0.09,-0.0,0.06097560975609757,-0.12195121951219513,-0.1318359375,0.17578125,,
2.845704,-1.0,355.59173583984375,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.59173583984375,0.0,0.0,0.0,0.0,0.09,-0.0,0.06097560975609757,-0.12195121951219513,-0.1318359375,0.17578125,,
2.863147,-1.0,355.5889892578125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,355.5889892578125,0.0,0.0,0.0,0.0,0.09,-0.0,0.0,0.0,-0.1318359375,0.17578125,,
