FPGA Time,Match Time,Theta,Left Front Absolute,Left Front Assumed,Right Front Absolute,Right Front Assumed,Left Rear Absolute,Left Rear Assumed,Right Rear Absolute,Right Rear Assumed,ClimberCmd,LeftIntakeCmd,RightIntakeCmd,LeftShooterSpeed,RightShooterSpeed,targetRPM,climberState,actualPosTicks,actualPosDeg,targetPosDeg,targetPosTicks,shooterError,hoodPosition,TargetX,TargetY,TargetTheta,Robot State Theta,poseX,poseY,Compressor Cur,ClimberSpeed,ClimberCurrent,X Pigeon,Y Pigeon,Z Pigeon,Pitch,Roll,
3.282258,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.087890625,0.439453125,
3.347279,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.087890625,0.439453125,
3.425261,-1.0,352.9248046875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.9248046875,0.0,0.0,0.0,0.0,0.25,0.0,0.06097560975609757,0.0,0.087890625,0.439453125,
3.474121,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.25,-0.06097560975609757,0.0,0.0,0.087890625,0.3955078125,
3.505622,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.26,-0.06097560975609757,0.0,0.0,0.087890625,0.3955078125,
3.574407,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.06097560975609757,0.087890625,0.3955078125,
3.61225,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.27,0.06097560975609757,0.0,0.0,0.087890625,0.3955078125,
3.627992,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.27,0.06097560975609757,0.0,0.0,0.087890625,0.3955078125,
3.728758,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.087890625,0.3955078125,
3.782553,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.087890625,0.3955078125,
3.814148,-1.0,352.9248046875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.9248046875,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.087890625,0.3955078125,
3.841203,-1.0,352.9248046875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.9248046875,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.087890625,0.3955078125,
3.854452,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.28,0.0,0.06097560975609757,0.0,0.087890625,0.3955078125,
3.867961,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.28,0.0,0.06097560975609757,0.0,0.087890625,0.3955078125,
3.880611,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.28,0.0,0.06097560975609757,0.0,0.087890625,0.3955078125,
3.892715,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.28,0.0,0.06097560975609757,0.0,0.087890625,0.3955078125,
3.907539,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.26,-0.06097560975609757,0.0,0.0,0.087890625,0.3955078125,
3.92185,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.26,-0.06097560975609757,0.0,0.0,0.087890625,0.3955078125,
3.953637,-1.0,352.92755126953125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.92755126953125,0.0,0.0,0.0,0.0,0.26,-0.06097560975609757,0.0,0.0,0.087890625,0.3955078125,
3.969334,-1.0,352.9248046875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.9248046875,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.087890625,0.3955078125,
3.983602,-1.0,352.9248046875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,352.9248046875,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.087890625,0.3955078125,
