FPGA Time,Match Time,Theta,Left Front Absolute,Left Front Assumed,Right Front Absolute,Right Front Assumed,Left Rear Absolute,Left Rear Assumed,Right Rear Absolute,Right Rear Assumed,ClimberCmd,LeftIntakeCmd,RightIntakeCmd,LeftShooterSpeed,RightShooterSpeed,targetRPM,climberState,actualPosTicks,actualPosDeg,targetPosDeg,targetPosTicks,X Pigeon,Y Pigeon,Z Pigeon,Pitch,Roll,ClimberReleased,shooterError,hoodPosition,TargetX,TargetY,TargetTheta,Robot State Theta,poseX,poseY,Compressor Cur,ClimberSpeed,ClimberCurrent,BallivatorTop,BallivatorBottom,NumBalls,Current Draw 1,Current Draw 3,Current Draw 5,Current Draw 7,Current Supply 1,Current Supply 3,Current Supply 5,Current Supply 7,
3.270658,-1.0,84.17449951171875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,-0.1829268292682927,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.17449951171875,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.29,0.15,0.1,0.23,0.0,0.0,0.0,0.0,
3.347128,-1.0,84.17449951171875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,-0.1829268292682927,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.17449951171875,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.29,0.15,0.1,0.23,0.0,0.0,0.0,0.0,
3.436335,-1.0,84.1717529296875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,-0.06097560975609757,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.1717529296875,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.29,0.16,0.11,0.25,0.0,0.0,0.0,0.0,
3.479489,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.06097560975609757,0.06097560975609757,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.28,0.16,0.1,0.23,0.0,0.0,0.0,0.0,
3.568976,-1.0,84.166259765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.06097560975609757,0.06097560975609757,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.166259765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.28,0.16,0.1,0.22,0.0,0.0,0.0,0.0,
3.654303,-1.0,84.166259765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.06097560975609757,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.166259765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.28,0.16,0.1,0.24,0.0,0.0,0.0,0.0,
3.704885,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.06097560975609757,-0.06097560975609757,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.29,0.16,0.11,0.23,0.0,0.0,0.0,0.0,
3.757643,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.06097560975609757,-0.06097560975609757,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.28,0.16,0.11,0.23,0.0,0.0,0.0,0.0,
3.774523,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.28,0.15,0.09,0.23,0.0,0.0,0.0,0.0,
3.788903,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.28,0.15,0.09,0.23,0.0,0.0,0.0,0.0,
3.805177,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.28,0.15,0.09,0.23,0.0,0.0,0.0,0.0,
3.823467,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.26,0.16,0.09,0.24,0.0,0.0,0.0,0.0,
3.839899,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.26,0.16,0.09,0.24,0.0,0.0,0.0,0.0,
3.856908,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.26,0.15,0.1,0.23,0.0,0.0,0.0,0.0,
3.872114,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.26,0.15,0.1,0.23,0.0,0.0,0.0,0.0,
3.887058,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.26,0.15,0.1,0.23,0.0,0.0,0.0,0.0,
3.903042,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,-0.06097560975609757,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.26,0.16,0.1,0.24,0.0,0.0,0.0,0.0,
3.916911,-1.0,84.1717529296875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,-0.06097560975609757,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.1717529296875,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.26,0.16,0.1,0.24,0.0,0.0,0.0,0.0,
3.930817,-1.0,84.1717529296875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,-0.06097560975609757,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.1717529296875,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.26,0.16,0.1,0.24,0.0,0.0,0.0,0.0,
3.944515,-1.0,84.16900634765625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,-0.06097560975609757,0.1318359375,0.6591796875,,0.0,NEUTRAL,,,,84.16900634765625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,0.26,0.16,0.1,0.24,0.0,0.0,0.0,0.0,
