1293.336247,-1.0,358.319091796875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,358.319091796875,2.8034448084654287,-2.5855779727571644,0.0,0.0,0.26,
1293.35652,-1.0,358.52783203125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,358.52783203125,2.8034448088146746,-2.5855779725825414,0.0,0.0,0.23,
1293.376537,-1.0,358.74755859375,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,358.74755859375,2.80344480893109,-2.5855779726989567,0.0,0.0,0.23,
1293.396202,-1.0,358.96728515625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,358.96728515625,2.8034448093967512,-2.5855779725825414,0.0,0.0,0.22,
1293.416593,-1.0,359.18975830078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,359.18975830078125,2.8034448093967512,-2.585577972640749,0.0,0.0,0.22,
1293.436418,-1.0,359.40948486328125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,359.40948486328125,2.8034448095131665,-2.585577972466126,0.0,0.0,0.22,
1293.456214,-1.0,359.40948486328125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,359.40948486328125,2.8034448093967512,-2.5855779725825414,0.0,0.0,0.22,
1293.476369,-1.0,359.483642578125,,,,,,,,,0.0,0.0,0.0,0.29296875,-0.29296875,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,359.483642578125,2.8034448093967512,-2.5855779725825414,0.0,0.0,0.22,
1293.496456,-1.0,359.45892333984375,,,,,,,,,0.0,0.0,0.0,0.5859375,0.0,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,359.45892333984375,2.8034448095131665,-2.5855779726989567,0.0,0.0,0.23,
1293.516241,-1.0,359.39849853515625,,,,,,,,,0.0,0.0,0.0,0.29296875,0.5859375,,5.0,353073.0,178.4355204487331,10.13,20009.863736888892,0.0,CLIMB,,,,359.39849853515625,2.803444809629582,-2.5855779725825414,0.0,0.0,0.23,
