FPGA Time,Match Time,Theta,Left Front Absolute,Left Front Assumed,Right Front Absolute,Right Front Assumed,Left Rear Absolute,Left Rear Assumed,Right Rear Absolute,Right Rear Assumed,ClimberCmd,LeftIntakeCmd,RightIntakeCmd,LeftShooterSpeed,RightShooterSpeed,targetRPM,climberState,actualPosTicks,actualPosDeg,targetPosDeg,targetPosTicks,shooterError,hoodPosition,TargetX,TargetY,TargetTheta,Robot State Theta,poseX,poseY,Compressor Cur,ClimberSpeed,ClimberCurrent,X Pigeon,Y Pigeon,Z Pigeon,
4.45517,-1.0,354.990234375,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99023437500006,0.0,0.0,0.0,0.0,0.07,-0.06097560975609757,0.0,0.0,
4.463097,-1.0,354.990234375,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99023437500006,0.0,0.0,0.0,0.0,0.07,-0.06097560975609757,0.0,0.0,
4.470468,-1.0,354.99298095703125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99298095703125,0.0,0.0,0.0,0.0,0.07,-0.06097560975609757,0.0,0.0,
4.479442,-1.0,354.99298095703125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99298095703125,0.0,0.0,0.0,0.0,0.07,-0.06097560975609757,0.0,0.0,
4.487453,-1.0,354.990234375,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99023437500006,0.0,0.0,0.0,0.0,0.07,-0.06097560975609757,0.0,0.0,
4.498634,-1.0,354.990234375,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99023437500006,0.0,0.0,0.0,0.0,0.05,-0.06097560975609757,0.0,0.0,
4.506301,-1.0,354.99298095703125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99298095703125,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,
4.514411,-1.0,354.99298095703125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99298095703125,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,
4.521875,-1.0,354.99298095703125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99298095703125,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,
4.529537,-1.0,354.99298095703125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,-237036.0,0.0,-120.0,-237036.8853333333,-349.0,NEUTRAL,,,,354.99298095703125,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,
