FPGA Time,Match Time,Theta,Left Front Absolute,Left Front Assumed,Right Front Absolute,Right Front Assumed,Left Rear Absolute,Left Rear Assumed,Right Rear Absolute,Right Rear Assumed,ClimberCmd,LeftIntakeCmd,RightIntakeCmd,LeftShooterSpeed,RightShooterSpeed,targetRPM,climberState,actualPosTicks,actualPosDeg,targetPosDeg,targetPosTicks,X Pigeon,Y Pigeon,Z Pigeon,Pitch,Roll,ClimberReleased,shooterError,hoodPosition,TargetX,TargetY,TargetTheta,Robot State Theta,poseX,poseY,Compressor Cur,ClimberSpeed,ClimberCurrent,BallivatorTop,BallivatorBottom,NumBalls,
2.643576,-1.0,89.8406982421875,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.0,0.0439453125,,-313.0,NEUTRAL,,,,89.8406982421875,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
2.687349,-1.0,89.835205078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,-0.0439453125,0.0439453125,,-313.0,NEUTRAL,,,,89.835205078125,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
2.709039,-1.0,89.835205078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,-0.0439453125,0.0439453125,,-313.0,NEUTRAL,,,,89.835205078125,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
2.731953,-1.0,89.83795166015625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,-0.06097560975609757,0.0,-0.0439453125,0.0439453125,,-313.0,NEUTRAL,,,,89.83795166015625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
2.75735,-1.0,89.83795166015625,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,-0.06097560975609757,0.0,0.0,0.0439453125,,-313.0,NEUTRAL,,,,89.83795166015625,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
2.780789,-1.0,89.835205078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,-0.06097560975609757,0.0,0.0,0.0439453125,,-313.0,NEUTRAL,,,,89.835205078125,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
2.805275,-1.0,89.835205078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,-0.12195121951219513,0.0,0.0,0.0439453125,,-313.0,NEUTRAL,,,,89.835205078125,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
2.834885,-1.0,89.835205078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,-0.12195121951219513,0.0,0.0,0.0439453125,,-313.0,NEUTRAL,,,,89.835205078125,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
2.870428,-1.0,89.835205078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.0,0.0439453125,,-313.0,NEUTRAL,,,,89.835205078125,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
2.918532,-1.0,89.835205078125,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,preClimb,-221234.0,0.0,-112.0,-221234.4263111111,-0.0,0.0,0.0,0.0,0.0439453125,,-313.0,NEUTRAL,,,,89.835205078125,0.0,0.0,0.0,0.0,0.0,false,false,0.0,
